Experimental ID,Genome assembly,Antigen class,Antigen,Cell type class,Cell type,Cell type description,Processing logs,Title,Meta data,BigWig,Peak-call (BED) (q < 1E-05),Peak-call (BED) (q < 1E-10),Peak-call (BED) (q < 1E-20),Peak-call (BigBed) (q < 1E-05),Peak-call (BigBed) (q < 1E-10),Peak-call (BigBed) (q < 1E-20)
SRX5865964,hg38,TFs and others,TP53,Blood,K-562,Primary Tissue=Blood|Tissue Diagnosis=Leukemia Chronic Myelogenous,"21984370,80.1,59.5,699","GSM3781497: K562 cells, R282W, DMSO; Homo sapiens; ChIP-Seq","source_name=Acute myeloid leukemia cell line || disease state=AML || cell line=K562 || genotype=R282W || treatment=DMSO || chip antibody=anti-p53 (mAB clone DO-1, abcam, #1101)",http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bw/SRX5865964.bw,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed05/SRX5865964.05.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed10/SRX5865964.10.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed20/SRX5865964.20.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb05/SRX5865964.05.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb10/SRX5865964.10.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb20/SRX5865964.20.bb
SRX5865965,hg38,TFs and others,TP53,Blood,K-562,Primary Tissue=Blood|Tissue Diagnosis=Leukemia Chronic Myelogenous,"15545257,33.8,82.9,91","GSM3781498: K562 cells, KO, DMSO; Homo sapiens; ChIP-Seq","source_name=Acute myeloid leukemia cell line || disease state=AML || cell line=K562 || genotype=KO || treatment=DMSO || chip antibody=anti-p53 (mAB clone DO-1, abcam, #1101)",http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bw/SRX5865965.bw,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed05/SRX5865965.05.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed10/SRX5865965.10.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed20/SRX5865965.20.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb05/SRX5865965.05.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb10/SRX5865965.10.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb20/SRX5865965.20.bb
SRX5865966,hg38,TFs and others,TP53,Blood,K-562,Primary Tissue=Blood|Tissue Diagnosis=Leukemia Chronic Myelogenous,"25791910,74.2,62.6,562","GSM3781499: K562 cells, WT, DMSO; Homo sapiens; ChIP-Seq","source_name=Acute myeloid leukemia cell line || disease state=AML || cell line=K562 || genotype=WT || treatment=DMSO || chip antibody=anti-p53 (mAB clone DO-1, abcam, #1101)",http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bw/SRX5865966.bw,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed05/SRX5865966.05.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed10/SRX5865966.10.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed20/SRX5865966.20.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb05/SRX5865966.05.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb10/SRX5865966.10.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb20/SRX5865966.20.bb
SRX5865967,hg38,TFs and others,TP53,Blood,K-562,Primary Tissue=Blood|Tissue Diagnosis=Leukemia Chronic Myelogenous,"39970988,80.6,59.3,576","GSM3781500: K562 cells, R175H, Daunorubicin; Homo sapiens; ChIP-Seq","source_name=Acute myeloid leukemia cell line || disease state=AML || cell line=K562 || genotype=R175H || treatment=Daunorubicin || chip antibody=anti-p53 (mAB clone DO-1, abcam, #1101)",http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bw/SRX5865967.bw,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed05/SRX5865967.05.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed10/SRX5865967.10.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed20/SRX5865967.20.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb05/SRX5865967.05.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb10/SRX5865967.10.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb20/SRX5865967.20.bb
SRX5865968,hg38,TFs and others,TP53,Blood,K-562,Primary Tissue=Blood|Tissue Diagnosis=Leukemia Chronic Myelogenous,"28186834,105.8,46.6,642","GSM3781501: K562 cells, Y220C, Daunorubicin; Homo sapiens; ChIP-Seq","source_name=Acute myeloid leukemia cell line || disease state=AML || cell line=K562 || genotype=Y220C || treatment=Daunorubicin || chip antibody=anti-p53 (mAB clone DO-1, abcam, #1101)",http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bw/SRX5865968.bw,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed05/SRX5865968.05.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed10/SRX5865968.10.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed20/SRX5865968.20.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb05/SRX5865968.05.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb10/SRX5865968.10.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb20/SRX5865968.20.bb
SRX5865969,hg38,TFs and others,TP53,Blood,K-562,Primary Tissue=Blood|Tissue Diagnosis=Leukemia Chronic Myelogenous,"26323308,96.1,51.3,420","GSM3781502: K562 cells, M237I, Daunorubicin; Homo sapiens; ChIP-Seq","source_name=Acute myeloid leukemia cell line || disease state=AML || cell line=K562 || genotype=M237I || treatment=Daunorubicin || chip antibody=anti-p53 (mAB clone DO-1, abcam, #1101)",http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bw/SRX5865969.bw,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed05/SRX5865969.05.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed10/SRX5865969.10.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed20/SRX5865969.20.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb05/SRX5865969.05.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb10/SRX5865969.10.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb20/SRX5865969.20.bb
SRX5865970,hg38,TFs and others,TP53,Blood,K-562,Primary Tissue=Blood|Tissue Diagnosis=Leukemia Chronic Myelogenous,"27077333,76.0,61.6,369","GSM3781503: K562 cells, R248Q, Daunorubicin; Homo sapiens; ChIP-Seq","source_name=Acute myeloid leukemia cell line || disease state=AML || cell line=K562 || genotype=R248Q || treatment=Daunorubicin || chip antibody=anti-p53 (mAB clone DO-1, abcam, #1101)",http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bw/SRX5865970.bw,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed05/SRX5865970.05.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed10/SRX5865970.10.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed20/SRX5865970.20.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb05/SRX5865970.05.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb10/SRX5865970.10.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb20/SRX5865970.20.bb
SRX5865971,hg38,TFs and others,TP53,Blood,K-562,Primary Tissue=Blood|Tissue Diagnosis=Leukemia Chronic Myelogenous,"25454104,113.7,42.7,412","GSM3781504: K562 cells, R273H, Daunorubicin; Homo sapiens; ChIP-Seq","source_name=Acute myeloid leukemia cell line || disease state=AML || cell line=K562 || genotype=R273H || treatment=Daunorubicin || chip antibody=anti-p53 (mAB clone DO-1, abcam, #1101)",http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bw/SRX5865971.bw,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed05/SRX5865971.05.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed10/SRX5865971.10.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed20/SRX5865971.20.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb05/SRX5865971.05.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb10/SRX5865971.10.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb20/SRX5865971.20.bb
SRX5865972,hg38,TFs and others,TP53,Blood,K-562,Primary Tissue=Blood|Tissue Diagnosis=Leukemia Chronic Myelogenous,"27772427,76.9,61.3,2125","GSM3781505: K562 cells, R282W, Daunorubicin; Homo sapiens; ChIP-Seq","source_name=Acute myeloid leukemia cell line || disease state=AML || cell line=K562 || genotype=R282W || treatment=Daunorubicin || chip antibody=anti-p53 (mAB clone DO-1, abcam, #1101)",http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bw/SRX5865972.bw,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed05/SRX5865972.05.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed10/SRX5865972.10.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed20/SRX5865972.20.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb05/SRX5865972.05.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb10/SRX5865972.10.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb20/SRX5865972.20.bb
SRX5865973,hg38,TFs and others,TP53,Blood,K-562,Primary Tissue=Blood|Tissue Diagnosis=Leukemia Chronic Myelogenous,"29262755,33.3,83.2,241","GSM3781506: K562 cells, KO, Daunorubicin; Homo sapiens; ChIP-Seq","source_name=Acute myeloid leukemia cell line || disease state=AML || cell line=K562 || genotype=KO || treatment=Daunorubicin || chip antibody=anti-p53 (mAB clone DO-1, abcam, #1101)",http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bw/SRX5865973.bw,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed05/SRX5865973.05.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed10/SRX5865973.10.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed20/SRX5865973.20.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb05/SRX5865973.05.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb10/SRX5865973.10.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb20/SRX5865973.20.bb
SRX5865974,hg38,TFs and others,TP53,Blood,K-562,Primary Tissue=Blood|Tissue Diagnosis=Leukemia Chronic Myelogenous,"31204960,95.9,51.6,1574","GSM3781507: K562 cells, WT, Daunorubicin; Homo sapiens; ChIP-Seq","source_name=Acute myeloid leukemia cell line || disease state=AML || cell line=K562 || genotype=WT || treatment=Daunorubicin || chip antibody=anti-p53 (mAB clone DO-1, abcam, #1101)",http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bw/SRX5865974.bw,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed05/SRX5865974.05.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed10/SRX5865974.10.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed20/SRX5865974.20.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb05/SRX5865974.05.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb10/SRX5865974.10.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb20/SRX5865974.20.bb
SRX5865975,hg38,TFs and others,TP53,Blood,MOLM-13,Primary Tissue=Blood|Tissue Diagnosis=Leukemia Acute Myelogenous,"30302128,26.2,86.6,209","GSM3781508: MOLM13 cells, R175H, DMSO; Homo sapiens; ChIP-Seq","source_name=Acute myeloid leukemia cell line || disease state=AML || cell line=MOLM13 || genotype=R175H || treatment=DMSO || chip antibody=anti-p53 (mAB clone DO-1, abcam, #1101)",http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bw/SRX5865975.bw,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed05/SRX5865975.05.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed10/SRX5865975.10.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed20/SRX5865975.20.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb05/SRX5865975.05.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb10/SRX5865975.10.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb20/SRX5865975.20.bb
SRX5865976,hg38,TFs and others,TP53,Blood,MOLM-13,Primary Tissue=Blood|Tissue Diagnosis=Leukemia Acute Myelogenous,"28797170,28.6,85.4,429","GSM3781509: MOLM13 cells, Y220C, DMSO; Homo sapiens; ChIP-Seq","source_name=Acute myeloid leukemia cell line || disease state=AML || cell line=MOLM13 || genotype=Y220C || treatment=DMSO || chip antibody=anti-p53 (mAB clone DO-1, abcam, #1101)",http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bw/SRX5865976.bw,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed05/SRX5865976.05.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed10/SRX5865976.10.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed20/SRX5865976.20.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb05/SRX5865976.05.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb10/SRX5865976.10.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb20/SRX5865976.20.bb
SRX5865977,hg38,TFs and others,TP53,Blood,MOLM-13,Primary Tissue=Blood|Tissue Diagnosis=Leukemia Acute Myelogenous,"25687879,37.3,80.9,342","GSM3781510: MOLM13 cells, M237I, DMSO; Homo sapiens; ChIP-Seq","source_name=Acute myeloid leukemia cell line || disease state=AML || cell line=MOLM13 || genotype=M237I || treatment=DMSO || chip antibody=anti-p53 (mAB clone DO-1, abcam, #1101)",http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bw/SRX5865977.bw,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed05/SRX5865977.05.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed10/SRX5865977.10.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed20/SRX5865977.20.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb05/SRX5865977.05.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb10/SRX5865977.10.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb20/SRX5865977.20.bb
SRX5865978,hg38,TFs and others,TP53,Blood,MOLM-13,Primary Tissue=Blood|Tissue Diagnosis=Leukemia Acute Myelogenous,"23915368,28.8,83.7,155","GSM3781511: MOLM13 cells, R248Q, DMSO; Homo sapiens; ChIP-Seq","source_name=Acute myeloid leukemia cell line || disease state=AML || cell line=MOLM13 || genotype=R248Q || treatment=DMSO || chip antibody=anti-p53 (mAB clone DO-1, abcam, #1101)",http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bw/SRX5865978.bw,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed05/SRX5865978.05.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed10/SRX5865978.10.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed20/SRX5865978.20.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb05/SRX5865978.05.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb10/SRX5865978.10.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb20/SRX5865978.20.bb
SRX5865979,hg38,TFs and others,TP53,Blood,MOLM-13,Primary Tissue=Blood|Tissue Diagnosis=Leukemia Acute Myelogenous,"26579814,31.4,84.0,216","GSM3781512: MOLM13 cells, R273H, DMSO; Homo sapiens; ChIP-Seq","source_name=Acute myeloid leukemia cell line || disease state=AML || cell line=MOLM13 || genotype=R273H || treatment=DMSO || chip antibody=anti-p53 (mAB clone DO-1, abcam, #1101)",http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bw/SRX5865979.bw,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed05/SRX5865979.05.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed10/SRX5865979.10.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed20/SRX5865979.20.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb05/SRX5865979.05.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb10/SRX5865979.10.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb20/SRX5865979.20.bb
SRX5865980,hg38,TFs and others,TP53,Blood,MOLM-13,Primary Tissue=Blood|Tissue Diagnosis=Leukemia Acute Myelogenous,"28038252,32.1,83.6,4920","GSM3781513: MOLM13 cells, R282W, DMSO; Homo sapiens; ChIP-Seq","source_name=Acute myeloid leukemia cell line || disease state=AML || cell line=MOLM13 || genotype=R282W || treatment=DMSO || chip antibody=anti-p53 (mAB clone DO-1, abcam, #1101)",http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bw/SRX5865980.bw,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed05/SRX5865980.05.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed10/SRX5865980.10.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed20/SRX5865980.20.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb05/SRX5865980.05.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb10/SRX5865980.10.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb20/SRX5865980.20.bb
SRX5865981,hg38,TFs and others,TP53,Blood,MOLM-13,Primary Tissue=Blood|Tissue Diagnosis=Leukemia Acute Myelogenous,"30848154,30.4,84.5,264","GSM3781514: MOLM13 cells, KO, DMSO; Homo sapiens; ChIP-Seq","source_name=Acute myeloid leukemia cell line || disease state=AML || cell line=MOLM13 || genotype=KO || treatment=DMSO || chip antibody=anti-p53 (mAB clone DO-1, abcam, #1101)",http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bw/SRX5865981.bw,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed05/SRX5865981.05.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed10/SRX5865981.10.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed20/SRX5865981.20.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb05/SRX5865981.05.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb10/SRX5865981.10.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb20/SRX5865981.20.bb
SRX5865982,hg38,TFs and others,TP53,Blood,MOLM-13,Primary Tissue=Blood|Tissue Diagnosis=Leukemia Acute Myelogenous,"25320269,35.4,81.9,535","GSM3781515: MOLM13 cells, WT, DMSO; Homo sapiens; ChIP-Seq","source_name=Acute myeloid leukemia cell line || disease state=AML || cell line=MOLM13 || genotype=WT || treatment=DMSO || chip antibody=anti-p53 (mAB clone DO-1, abcam, #1101)",http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bw/SRX5865982.bw,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed05/SRX5865982.05.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed10/SRX5865982.10.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed20/SRX5865982.20.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb05/SRX5865982.05.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb10/SRX5865982.10.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb20/SRX5865982.20.bb
SRX5865983,hg38,TFs and others,TP53,Blood,MOLM-13,Primary Tissue=Blood|Tissue Diagnosis=Leukemia Acute Myelogenous,"28176072,31.7,83.8,245","GSM3781516: MOLM13 cells, R175H, Daunorubicin; Homo sapiens; ChIP-Seq","source_name=Acute myeloid leukemia cell line || disease state=AML || cell line=MOLM13 || genotype=R175H || treatment=Daunorubicin || chip antibody=anti-p53 (mAB clone DO-1, abcam, #1101)",http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bw/SRX5865983.bw,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed05/SRX5865983.05.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed10/SRX5865983.10.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed20/SRX5865983.20.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb05/SRX5865983.05.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb10/SRX5865983.10.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb20/SRX5865983.20.bb
SRX5865984,hg38,TFs and others,TP53,Blood,MOLM-13,Primary Tissue=Blood|Tissue Diagnosis=Leukemia Acute Myelogenous,"28832445,31.5,83.9,331","GSM3781517: MOLM13 cells, Y220C, Daunorubicin; Homo sapiens; ChIP-Seq","source_name=Acute myeloid leukemia cell line || disease state=AML || cell line=MOLM13 || genotype=Y220C || treatment=Daunorubicin || chip antibody=anti-p53 (mAB clone DO-1, abcam, #1101)",http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bw/SRX5865984.bw,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed05/SRX5865984.05.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed10/SRX5865984.10.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed20/SRX5865984.20.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb05/SRX5865984.05.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb10/SRX5865984.10.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb20/SRX5865984.20.bb
SRX5865985,hg38,TFs and others,TP53,Blood,MOLM-13,Primary Tissue=Blood|Tissue Diagnosis=Leukemia Acute Myelogenous,"27465864,33.7,82.8,390","GSM3781518: MOLM13 cells, M237I, Daunorubicin; Homo sapiens; ChIP-Seq","source_name=Acute myeloid leukemia cell line || disease state=AML || cell line=MOLM13 || genotype=M237I || treatment=Daunorubicin || chip antibody=anti-p53 (mAB clone DO-1, abcam, #1101)",http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bw/SRX5865985.bw,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed05/SRX5865985.05.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed10/SRX5865985.10.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed20/SRX5865985.20.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb05/SRX5865985.05.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb10/SRX5865985.10.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb20/SRX5865985.20.bb
SRX5865986,hg38,TFs and others,TP53,Blood,MOLM-13,Primary Tissue=Blood|Tissue Diagnosis=Leukemia Acute Myelogenous,"28564294,35.7,81.8,234","GSM3781519: MOLM13 cells, R248Q, Daunorubicin; Homo sapiens; ChIP-Seq","source_name=Acute myeloid leukemia cell line || disease state=AML || cell line=MOLM13 || genotype=R248Q || treatment=Daunorubicin || chip antibody=anti-p53 (mAB clone DO-1, abcam, #1101)",http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bw/SRX5865986.bw,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed05/SRX5865986.05.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed10/SRX5865986.10.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed20/SRX5865986.20.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb05/SRX5865986.05.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb10/SRX5865986.10.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb20/SRX5865986.20.bb
SRX5865987,hg38,TFs and others,TP53,Blood,MOLM-13,Primary Tissue=Blood|Tissue Diagnosis=Leukemia Acute Myelogenous,"23950744,35.6,81.8,190","GSM3781520: MOLM13 cells, R273H, Daunorubicin; Homo sapiens; ChIP-Seq","source_name=Acute myeloid leukemia cell line || disease state=AML || cell line=MOLM13 || genotype=R273H || treatment=Daunorubicin || chip antibody=anti-p53 (mAB clone DO-1, abcam, #1101)",http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bw/SRX5865987.bw,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed05/SRX5865987.05.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed10/SRX5865987.10.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed20/SRX5865987.20.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb05/SRX5865987.05.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb10/SRX5865987.10.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb20/SRX5865987.20.bb
